COSING Ref No;INCI name;Function
55150;CAPSICUM FRUTESCENS FRUTA EM PÓ;UMECTANTE, CONDICIONADOR DA PELE
55151;RESINA CAPSICUM FRUTESCENS;LIMPEZA, FRAGRÂNCIA, TÔNICO
55152;EXTRATO DE CAPSOSIFON FULVESCENS;CONDICIONAMENTO DA PELE
84500;CAPTAN;ANTIMICROBIANO
85895;EXTRATO DE FLOR DE CARAGANA SINICA;ANTIOXIDANTE, PROTETOR DA PELE
85894;EXTRATO DE RAIZ DE CARAGANA SINICA;ANTIOXIDANTE, PROTETOR DA PELE
82768; EXTRATO DE TRONCO DE CARALLUMA;CONDICIONAMENTO DA PELE
32434;Caramelo;CORANTE, FRAGRÂNCIA
85850;ÓLEO DE CARAPA GUAIANENSIS PEG-8 ÉSTERES;CONDICIONADOR DA PELE - EMOLIENTE, SURFACTANTE - EMULSIONANTE
85644;ÓLEO DE CARAPA GUAIANENSIS ÉSTERES POLIGLICERÍLICOS-6;CONDICIONAMENTO DA PELE - EMOLIENTE
55153;ÓLEO DE SEMENTE DE CARAPA GUAIANENSIS;DESNATURANTANTE, CONDICIONADOR DA PELE
83343;PÓ DE SEMENTES DE CARAPA GUAIANENSIS;ABRASIVO
86856;ÓLEO DE SEMENTE DE CARAPA PROCERA;CONDICIONAMENTO DA PELE
74868; EXTRATO DE CARBÊNIA BENEDICTA;CONDICIONADOR DE PELE, TÔNICO
74819;CARBOCISTEÍNA;ANTI-SEBO, CONDICIONADOR DA PELE
74820;CARBÔMERO;ESTABILIZADOR DE EMULSÃO, FORMAÇÃO DE GEL, CONTROLE DE VISCOSIDADE
88278;CARBÔMERO/PAPAÍNA CROSSPOLÍMERO;CONTROLE DE VISCOSIDADE
95647;CARBONO;NÃO RELATADO
32439;DIÓXIDO DE CARBONO;PROPELENTE
83261;FIBRA DE CARBONO;GRUPO DE VOLUME
91934;EXTRATO DE CARBONADO;ABRASIVO, CONDICIONADOR DA PELE
97430;ÁCIDO CARBÔNICO;NÃO RELATADO
74822;CARBOXIBUTIL QUITOSANA;FORMADOR DE FILME, CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE, CONTROLE DE VISCOSIDADE
96752;CARBOXIDECIL DIMETICONE;LIGAÇÃO, ESTABILIZANTE DE EMULSÃO, SURFACTANTE - LIMPEZA
85710;CARBOXIDECIL TRISILOXANO;CONDICIONADOR DA PELE, CALMANTE
87074;ACRILATO DE CARBOXIETILA;CONDICIONAMENTO DAS UNHAS
74823;ÁCIDO CARBOXIETILAMINOBUTÍRICO;CONDICIONAMENTO DA PELE
94218;CARBOXILESTERASE;ANTIPLAQUE
88983;CARBOXIMETIL ALANIL DISSULFETO QUERATINA;dentro
90261;CARBOXIMETIL CAPROOIL QUITOSANA;ABSORVENTE, FORMADOR DE FILME, UMECTANTE, SOLVENTE, SURFACTANTE - LIMPEZA
55075;CARBOXIMETILCELULOSE ACETATO BUTIRATO;ESTABILIZADOR DE EMULSÃO, FORMAÇÃO DE FILME, CONTROLE DE VISCOSIDADE
74824;CARBOXIMETIL QUITINA;FORMAÇÃO DE GEL, CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE, CONTROLE DE VISCOSIDADE
74825;CARBOXIMETIL QUITOSANO;FORMAÇÃO DE FILME, FORMAÇÃO DE GEL, CONTROLE DE VISCOSIDADE
82867;CARBOXIMETIL QUITOSANO MIRISTAMIDA;HUMECTANTE
74826;CARBOXIMETIL QUITOSANO SUCINAMIDA;FORMADOR DE FILME, CONDICIONADOR DE CABELO, UMECTANTE, CONDICIONADOR DE PELE
74827;CARBOXIMETILDEXTRANA;GRANULAMENTO, FORMAÇÃO DE FILME, FORMAÇÃO DE GEL, CONTROLE DE VISCOSIDADE
89969;CARBOXIMETIL DISSULFETO QUERATINA;CONDICIONAMENTO CAPILAR
74828;CARBOXIMETIL HIDROXIETILCELULOSE;LIGAÇÃO, ESTABILIZAÇÃO DE EMULSÃO, FORMAÇÃO DE FILME, CONTROLE DE VISCOSIDADE
74829;CARBOXIMETIL HIDROXIPROPIL GUAR;LIGAÇÃO, ESTABILIZAÇÃO DE EMULSÃO, FORMAÇÃO DE GEL, CONTROLE DE VISCOSIDADE
74830;CARBOXIMETILISOSTEARAMIDOPROPILMORFOLINA;ANTIESTÁTICO, ESPUMA, CONDICIONADOR CAPILAR, SURFACTANTE - LIMPEZA
89768;CARBOXIMETIL LEVAN;UMECTANTE, CONDICIONADOR DA PELE
98241;EXTRATO DE CARDAMINA FLEXUOSA;CONDICIONAMENTO DA PELE
55076;CARDIOSPERMUM HALICACABUM FLOR/FOLHA/EXTRATO DE VIDEIRA;CONDICIONAMENTO DA PELE
84006;EXTRATO DE SEMENTE DE CARDIOSPERMUM HALICACABUM;ANTI-SEBORREICO, ANTI-SEBO, ANTIMICROBIANO, CONDICIONADOR DA PELE
98811;EXTRATO DE CAREX DISPALATA;CONDICIONADOR DA PELE - HUMECTANTE, CONDICIONADOR DA PELE - DIVERSOS, PROTETOR DA PELE
55077;EXTRATO DE RAIZ DE CAREX HUMILLIS;CONDICIONAMENTO DA PELE
83350;EXTRATO DE CAREX KOBOMUGI;CONDICIONAMENTO DA PELE
88243;EXTRATO DE FOLHA/CAULE DE CAREX MEYERIANA;CONDICIONAMENTO DA PELE
55078; CARREGAR FRUTA DE MAMÃO;CONDICIONAMENTO DA PELE
55079;EXTRATO DE FRUTA DE MAMO CARICA;CONDICIONAMENTO DA PELE
55080;SUCO DE FRUTA DE MAMO CARICA;UMECTANTE, CONDICIONADOR DA PELE
55081;ÁGUA DE FRUTA DE MAMÃO CARICA;CONDICIONAMENTO DA PELE
32451;EXTRATO DE FOLHA DE MAMOEIRO CARICA;TÔNICO
55082;ÓLEO DE SEMENTE DE MAMÃO CARICA;UMECTANTE, CONDICIONADOR DA PELE
88137;EXTRATO DE CULTURA DE RAIZ PELUDA DE CARLINA ACAULIS;CONDICIONAMENTO DA PELE
55083;EXTRATO DE RAIZ DE CARLINA ACAULIS;CONDICIONAMENTO DA PELE
55084; ÁCIDO DE CARNAÚBA;ABSORVENTE, LIGAÇÃO, FORMADOR DE FILME, CONTROLE DE VISCOSIDADE
97482;ÉSTERES DE GLICOL DE CERA ÁCIDA DE CARNAÚBA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
82946;EXTRATO DE FLOR DE CARNEGIEA GIGANTEA;CONDICIONAMENTO DA PELE
74832;CARNITINA;ANTIESTÁTICO, LIMPEZA, CONDICIONADOR CAPILAR, CONDICIONADOR PELE, SURFACTANTE - LIMPEZA, SURFACTANTE - AUMENTO DE ESPUMA, CONTROLE DE VISCOSIDADE
90870;FUMARATO DE CARNITINA;CONDICIONAMENTO DA PELE
55085;CARNITINA HCL;UMECTANTE, CONDICIONADOR DA PELE
55086;CARNITINA HIDROXICITRATO;CONDICIONAMENTO DA PELE
86145;LINOLEATO ISOMERIZADO DE CARNITINA;CONDICIONAMENTO DA PELE - EMOLIENTE
88510;CARNITINA PCA;NÃO RELATADO
88890;TARTRATO DE CARNITINA;dentro
96569;CARNITINIL PROPIONATO HCL;ESTABILIZADOR DE EMULSÃO
55087;ÁCIDO CARNÓSICO;ANTIOXIDANTE
55088;CARNOSINA;CONDICIONAMENTO DA PELE
55089;CAROTENÓIDES;ANTIOXIDANTE, PROTETOR DA PELE, ABSORVENTE DE UV
85351;EXTRATO DE BOTÃO DE CARPINUS BETULUS;CONDICIONAMENTO DA PELE
85350;EXTRATO DE FLOR DE CARPINUS BETULUS;CONDICIONAMENTO DA PELE
95482;EXTRATO DE FOLHA DE CARPINUS CORDATA;CONDICIONAMENTO DA PELE
82926;EXTRATO DE CAULE DE CARPINUS LAXIFLORA;ANTIMICROBIANO, ANTIOXIDANTE, ADSTRINGENTE, CONDICIONADOR DA PELE - EMOLIENTE
82923;EXTRATO DE FOLHA DE CARPINUS TSCHONOSKII;ANTI-SEBORREICO, ANTIMICROBIANO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
82922;EXTRATO DE CAULE DE CARPINUS TSCHONOSKII;ANTIOXIDANTE, ADSTRINGENTE, CONDICIONADOR CAPILAR, CONDICIONADOR PELE - EMOLIENTE
93862;EXTRATO DE CARPINUS TURCZANINOWII;UMECTANTE, CONDICIONADOR DA PELE, PROTETOR DA PELE
85314; EXTRATO DE CARPOROTUS COMESTÍVEL;CONDICIONAMENTO CAPILAR
85315; ÁGUA DE CARPOBROTUS EDULUS;CONDICIONAMENTO DA PELE
92200; EXTRATO RELACIONADO A CARPOPELTS;ANTIOXIDANTE
88231;CARPOTROCHE BRASILIENSIS SEMENTE ÁCIDA;SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
83813;MANTEIGA DE SEMENTES DE CARPOTROCHE BRASILIENSIS;CONDICIONAMENTO DA PELE - EMOLIENTE
55090;ÓLEO DE SEMENTE DE CARPOTROCHE BRASILIENSIS;PROTEÇÃO DA PELE
32453;CLORETO DE CARPRÔNIO;ANTIESTÁTICO, CONDICIONADOR CAPILAR
88730;CARRAGENINA;dentro
84960; EXTRATO DE BOTÃO DE DYER DE CARTHAM;CONDICIONAMENTO DA PELE
94804; EXTRATO DE CHAMADAS DE TINTOR DE CARTHAMUM;ANTIMICROBIANO, ANTIOXIDANTE, CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR DA PELE, PROTETOR DA PELE
95541; EXTRATO DE TINTOR DE CARTHAMUS;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
55091; FLOR DE TINTURA DE CARTHAM;FRAGRÂNCIA
55092; EXTRATO DE FLOR DE TINTOR DE CARTHAMUS;CONDICIONAMENTO DA PELE
91359; SUCO DE FLOR DE TINTURA DE DESENHO ANIMADO;CONDICIONAMENTO DA PELE
55093; PÓ DE FLOR DE TINTURA DE DESENHO ANIMADO;CONDICIONAMENTO DA PELE
84158; ÁGUA DE FLOR DE TINTURA DE CARTHAM;CONDICIONAMENTO DA PELE
89462;FLOR DE SARTHAMUS TINCTORIUS/FRUTO DE VINHO/(CAMELIA SINENSIS/DIOSPYROS KAKI/ZANTHOXYLUM SCHINIFOLIUM) FOLHA/RAIZ DE POLYGONUM CUSPIDATUUM/CASCA DE CASTANHA CRENATA/ÁGUA DE SEMENTES DE CAFÉ ARÁBICA;ANTI-SEBO, ANTIMICROBIANO, ANTIOXIDANTE, CONDICIONADOR DA PELE, PROTETOR DA PELE
97700; EXTRATO DE FOLHA DE TINTOR DE CARTHAMUM;ANTIOXIDANTE, FILTRO UV
55094; OLEOSSOMOS DO TINTOR DE CARTHAMUS;EMULSÃO ESTABILIZANTE, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE
55095; EXTRATO DE SEMENTE DE TINTOR DE CARTHAMUS;CONDICIONAMENTO DA PELE
55096; ÓLEO DE SEMENTE DE CORANTE;FRAGRÂNCIA, CONDICIONAMENTO DA PELE
82331; EXTRATO DE TINTURA DE SEEDCAKE;PROTEÇÃO DA PELE
91335; EXTRATO DE BROTO DE TINTOR DE CARTHAMUS;CONDICIONAMENTO DA PELE
39282; EXTRATO DE FRUTA DE CARVÃO;PERFUMAÇÃO
74834;CARO ÓLEO DE FRUTA DE CARVÃO;FRAGRÂNCIA, PERFUMARIA
55097; EXTRATO DE SEMENTES DE CARUM;FRAGRÂNCIA
74835;ÓLEO DE SEMENTE DE CARUM CARVI;FRAGRÂNCIA, PERFUMARIA
83315; EXTRATO DE FRUTA CÓPTICA CARUM;FRAGRÂNCIA
32461; EXTRATO DE PETRÓLEO;CONDICIONAMENTO DA PELE
39284; EXTRATO DE ERVA DE CARUM PETROSELÍNIO;PERFUMAÇÃO
74837; ÓLEO DE SEMENTE DE PETRÓLEO CARO;FRAGRÂNCIA, PERFUMARIA, CONDICIONAMENTO DA PELE
39285;CARVACROL;PERFUMAÇÃO
39286;CARVÃO;PERFUMAÇÃO
74838;CARVÃO;AROMATIZANTE, FRAGRÂNCIA, PERFUMARIA
41366;ÓXIDO DE CARVONA;PERFUMAÇÃO
94442;ACETATO DE CARVILA;AROMATIZANTE
84040;EXTRATO DE SEMENTE DE CARYA ILLINOENSIS;CONDICIONAMENTO DA PELE
55098;ÓLEO DE SEMENTE DE CARYA ILLINOENSIS;CONDICIONAMENTO DA PELE
55099; EXTRATO DE CASCA DE CARYA ILLINOENSIS;CONDICIONAMENTO DA PELE
74839; PÓ DE CASCA DE CARYA ILLINOENSIS;ABRASIVO, VOLUMOSO
93819;EXTRATO DE SEMENTE DE CARYA ILLINOINENSIS;CONDICIONAMENTO DA PELE
93748;ÓLEO DE SEMENTE DE CARYA ILLINOINENSIS;CONDICIONAMENTO DA PELE
93786; EXTRATO DE CASCA DE CARYA ILLINOINENSIS;CONDICIONAMENTO DA PELE
93737; PÓ DE CASCA DE CARYA ILLINOINENSIS;ABRASIVO, VOLUMOSO
88748; EXTRATO DE CASCA DE CARYA OVATA;CONDICIONAMENTO DA PELE
55100;CARYOCAR BRASILIENSE FRUIT OIL;CONDICIONAMENTO DA PELE
90270;CARYOCAR BRASILIENSE FRUTA/FOLHA EXTRATO;HUMECTANTE
55101;ÓLEO DE SEMENTE DE CARYOCAR CORIACEUM;UMECTANTE, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE, PROTETOR DA PELE
87106;ÓLEO DE CARYOCAR VILLOSUM;CONDICIONAMENTO DA PELE - EMOLIENTE, CONTROLADOR DE VISCOSIDADE
89637;ÓLEO DE NOZ DE CARYODENDRON ORINOCENSE;CONDICIONAMENTO CAPILAR, CONDICIONAMENTO PELE, CONDICIONAMENTO PELE - EMOLIENTE
91259;ÓLEO DE SEMENTE DE CARYODENDRON ORINOCENSE;CONDICIONAMENTO CAPILAR, CONDICIONAMENTO PELE, CONDICIONAMENTO PELE - EMOLIENTE
39293;ACETATO DE CARIOFILENE;PERFUMAÇÃO
39294;ÁLCOOL DE CARIOFILENE;PERFUMAÇÃO
39295;ÓXIDO DE CARIOFILENE;PERFUMAÇÃO
89342;EXTRATO DE CULTURA DE CALOS DE CARYOPTERIS INCANA;CONDICIONAMENTO DA PELE
86890;EXTRATO DE FLOR/FOLHA/CAULE DE CARYOPTERIS INCANA;ANTIOXIDANTE, CONDICIONADOR CAPILAR, CONDICIONADOR PELE - EMOLIENTE
93380;EXTRATO DE SEMENTE DE CARYOPTERIS INCANA;ANTIOXIDANTE
82591;EXTRATO DE CASEARIA SYLVESTRIS;PROTEÇÃO DA PELE
55102;EXTRATO DE FOLHA DE CASEARIA SYLVESTRIS;CONDICIONAMENTO DA PELE
74840;CASEÍNA;ANTIESTÁTICO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
55103;EXTRATO DE CASEÍNA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
55104; EXTRATO DE FOLHA DE CÁSSIA ALATA;ADSTRINGENTE
55105;FOLHA DE CÁSSIA ANGUSTIFOLIA;CONDICIONAMENTO DA PELE
55106;EXTRATO DE FOLHA DE CASSIA ANGUSTIFOLIA;CONDICIONAMENTO DA PELE
74841;EXTRATO DE SEMENTE DE CASSIA ANGUSTIFOLIA;CONDICIONAMENTO DA PELE
55107;POLISSACARÍDEO DA SEMENTE DE CASSIA ANGUSTIFOLIA;CONDICIONAMENTO DA PELE
95822;EXTRATO DE FOLHA/CAULE DE CASSIA ARTEMISIOIDES;CONDICIONAMENTO DA PELE
96647;EXTRATO DE FOLHA DE CASSIA AURICULATA;CONDICIONAMENTO DA PELE
74842;PÓ FOLHA DE CASSIA AURICULATA;CONDICIONAMENTO DA PELE
94930;EXTRATO DE FLOR DE FÍSTULA DE CÁSSIA;CONDICIONAMENTO DA PELE
55108;EXTRATO DE FRUTA DE FÍSTULA DE CÁSSIA;CONDICIONAMENTO DA PELE
83512;GOMA CÁSSIA;LIGAÇÃO, CONDICIONAMENTO DA PELE, CONTROLE DE VISCOSIDADE
83548;CLORETO DE HIDROXIPROPILTRIMÔNIO DE CASSIA;ANTIESTÁTICO, CONDICIONADOR CAPILAR
55109;EXTRATO DE FOLHA DE CASSIA ITALICA;CONDICIONAMENTO DA PELE
83986; PÓ DE FOLHA DE CASSIA ITALICA;CONDICIONAMENTO DA PELE
83689;EXTRATO DE RAMO/FOLHA DE CASSIA MIMOSOIDES;CONDICIONAMENTO DA PELE
55110;EXTRATO DE CASSIA MIMOSOIDES;CONDICIONAMENTO DA PELE
82984;EXTRATO DE CASSIA NOMAME;CONDICIONAMENTO DA PELE
88666; FOLHA DE CASSIA NOMAME/PÓ DE TRONCO;HUMECTANTE
55111; EXTRATO DE SEMENTES DE CASSIA OBTUSIFOLIA;CONDICIONAMENTO DA PELE
88662; PÓ DE SEMENTES DE CASSIA OBTUSIFOLIA;HUMECTANTE
55112;EXTRATO DE FOLHA DE CASSIA SENNA;CONDICIONAMENTO DA PELE
55113;EXTRATO DE SEMENTE DE CASSIA TORA;CONDICIONAMENTO DA PELE
93604;PÓ CASSYTHA FILIFORMIS;ANTI-SEBO, ANTIOXIDANTE, CONSERVANTE, CONDICIONADOR DA PELE, PROTETOR DA PELE
83970;EXTRATO DE RAMO/FOLHA DE CASTANEA CRENATA;CONDICIONAMENTO DA PELE
91472; EXTRATO DE COPO DE CRENATA DE CASTANHA;ANTIOXIDANTE, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE, PROTETOR DA PELE
87275;EXTRATO DE FLOR DE CASTANEA CRENATA;ANTIMICROBIANO, ANTIOXIDANTE, CONDICIONADOR DA PELE
92989;EXTRATO DE PELÍCULA DE CASTANEA CRENATA;ANTIOXIDANTE, ADSTRINGENTE, DESODORANTE
88314;PÓ DE PELÍCULA DE CASTANEA CRENATA;ABRASIVO
55114;EXTRATO DE CASCA DE CASTANEA CRENATA;CONDICIONAMENTO DA PELE
84956;PÓ DE CASCA DE CASTANEA CRENATA;ABRASIVO
55115;EXTRATO DE CASCA DE CASTANEA SATIVA;CONDICIONAMENTO DA PELE
94421;EXTRATO DE BOTÕES DE CASTANHA SATIVA;PROTEÇÃO DA PELE
84763;EXTRATO DE FLOR DE CASTANEA SATIVA;CONDICIONAMENTO DA PELE
55116;EXTRATO DE FOLHA DE CASTANHA SATIVA;CONDICIONADOR DA PELE, CALMANTE
84764;EXTRATO DE PERICARPO DE CASTANEA SATIVA;CONDICIONAMENTO DA PELE
55117;EXTRATO DE SEMENTE DE CASTANEA SATIVA;CONDICIONAMENTO DA PELE
55118;EXTRATO DE CASCA DE CASTANEA SATIVA;CONDICIONAMENTO DA PELE
90831;EXTRATO DE CASCA DE CASTANOPSIS CUSPIDATA;CONDICIONAMENTO DA PELE
98266;EXTRATO DE FOLHA DE CASTANOPSIS CUSPIDATA;CONDICIONAMENTO DA PELE
82937; EXTRATO DE TRONCO DE CASTANOPSIS CUSPIDATA;ANTIMICROBIANO, ANTIOXIDANTE, ADSTRINGENTE, CONDICIONADOR DA PELE - EMOLIENTE
55119;ISOESTEARATO DE RÍCINO SUCINATO DE CERA DE ABELHA;CONDICIONAMENTO DA PELE
55120;ISOSTEARATO DE RÍCINO SUCINATO;CONDICIONAMENTO DA PELE
74843;BENZOATO DE ÓLEO DE RÍCINO;ANTIMICROBIANO, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE
55121;ÉSTERES DE BIS-HIDROXIPROPIL DIMETICONE DE ÓLEO DE RÍCINO;CONDICIONAMENTO DA PELE
39297;ÓLEO DE RÍCINO HIDROGENADO ETOXILADO;PERFUMAÇÃO
55122;FOSFATO DE ÓLEO DE RÍCINO;ANTIAGREGANTE, ESTABILIZANTE DE EMULSÕES
88367;ÉSTERES DE POLIGLICERIL-6 DE ÓLEO DE RÍCINO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE, SURFACTANTE - LIMPEZA, SURFACTANTE - EMULSIONANTE
98576;ÉSTERES DE PROPANODIOL DE ÓLEO DE RÍCINO;CONDICIONAMENTO CAPILAR, CONDICIONAMENTO PELE - EMOLIENTE, SOLVENTE, SURFACTANTE - EMULSIONANTE
32474;ÓLEO DE RÍCINO/COPOLÍMERO IPDI;FORMAÇÃO DE FILME
95171;AMIDOS/ÉSTERES DE AMINOPROPANODIOL DE ÓLEO DE MAMONA;CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR DE PELE, CONDICIONADOR DE PELE - EMOLIENTE
96535;ÓLEO DE MAMONA/ÓLEO DE OLIVA/AMIDAS DE ESFINGANINA/ÉSTERES;ANTIOXIDANTE, CONDICIONADOR CAPILAR, HUMECTANTE, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE
55123;ÉSTERES DE AZEITE DE RÍCINO/OLIVA;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
39296; ÓLEO DE RÍCINO;PERFUMAÇÃO
55124;MALEATO DE CASTORILA;CONDICIONAMENTO DA PELE
85879; EXTRATO DE RAMO/FOLHA DE CASUARINA STRICTA;CONDICIONAMENTO DA PELE
85878;EXTRATO DE FOLHA DE CASUARINA ESTRITA;CONDICIONAMENTO DA PELE
84487;CATALASE;CONDICIONAMENTO CAPILAR, CONDICIONAMENTO PELE - DIVERSOS
86980;EXTRATO DE FOLHA DE CATALPA BIGNONIOIDES;CONDICIONAMENTO DA PELE
55125; EXTRATO DE CASCA/FOLHA DE CATALPA OVATA;CONDICIONAMENTO DA PELE
55126; EXTRATO DE FRUTA DE CATALPA OVATA;CONDICIONAMENTO DA PELE
98618; CATHARANTHUS ROSEUS CHAMADA MÉDIA CONDICIONADA;CONDICIONAMENTO DA PELE - DIVERSOS
98617;EXTRATO DE CULTURA DE CALOS DE CATHARANTHUS ROSEUS;CONDICIONAMENTO DA PELE - DIVERSOS
55127;EXTRATO DE CATTLEYA;UMECTANTE, CONDICIONADOR DA PELE
86185;EXTRATO DE CAULERPA LENTILLIFERA;FORMAÇÃO DE FILME
96055; EXTRATO DE CAULERPA LENTILLIFERA/ENTEROMORPHA PROLIFERA;CONDICIONAMENTO DA PELE
97293;EXTRATO DE CAULERPA MICROPHYSA;CONDICIONAMENTO DA PELE, PROTEÇÃO DA PELE
92175; EXTRATO DE CAULERPA OKAMURAE;HUMECTANTE
55128;EXTRATO DE CAULERPA RACEMOSA;ADSTRINGENTE, CONDICIONADOR PARA CABELO, CONDICIONADOR PARA UNHAS, CONDICIONADOR PARA PELE
32475;EXTRATO DE CAULERPA TAXIFOLIA;PROTEÇÃO DA PELE
55130; CAULOPHYLLUM THALICTROIDES RIZOMA/RAIZ;CONDICIONAMENTO DA PELE
97212;EXTRATO DE RAIZ DE CAULOPHYLLUM THALICTROIDES;ANTIOXIDANTE
55131;EXTRATO DE CAVIAR;CONDICIONAMENTO DA PELE
85282;ÓLEO DE CAVIAR;CONDICIONAMENTO CAPILAR, CONDICIONAMENTO PELE, CONDICIONAMENTO PELE - EMOLIENTE
93069;ÁGUA DE CAVIAR;CONDICIONAMENTO DA PELE
55132; EXTRATO DE RAIZ DE CAYAPONIA TAYUYA;ANTIOXIDANTE, CONDICIONADOR DA PELE
88002;CD ÁLCOOL 19;SOLVENTE, CONTROLE DE VISCOSIDADE
32477;EXTRATO DE CEANOTHUS AMERICANUS;LIMPEZA
88104; EXTRATO DE CASCA DE CECROPIA OBTUSA;CONDICIONAMENTO DA PELE
98290; EXTRATO DE FOLHA DE CECROPIA PELTATA;CONDICIONAMENTO DA PELE
39298;EXTRATO DE MADEIRA DE CEDRELA ODORATA;PERFUMAÇÃO
39299;ÓLEO DE MADEIRA DE CEDRELA ODORATA;PERFUMAÇÃO
91475;EXTRATO DE FOLHA DE CEDRELA SINENSIS;PROTEÇÃO DA PELE
87016;EXTRATO DE BROTO DE CEDRELA SINENSIS;CONDICIONAMENTO DA PELE
83369; EXTRATO DE CASCA DE CEDRELOPSIS GREVEI;PROTEÇÃO DA PELE
39300; CEDRO;PERFUMAÇÃO
39303; CEDRENOL;PERFUMAÇÃO
39304; CEDRENONA;PERFUMAÇÃO
39305;ACETATO DE CEDRENILA;PERFUMAÇÃO
75067;CEDROL;FRAGRÂNCIA, CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
39307;CEDROL METIL ÉTER;PERFUMAÇÃO
55308; EXTRATO DE CASCA DE CEDRO ATLÂNTICO;PERFUMAÇÃO, CONDICIONAMENTO DA PELE
55309; ÓLEO DE CASCA DE CEDRO ATLÂNTICO;FRAGRÂNCIA, PERFUMARIA, CONDICIONAMENTO DA PELE
55310; ÁGUA DA CASCA DE CEDRO ATLÂNTICO;PERFUMAÇÃO, CONDICIONAMENTO DA PELE
94278; EXTRATO DE CHAMADA DE CEDRO ATLÂNTICO;PROTEÇÃO DA PELE
84592; EXTRATO DE FOLHA DE CEDRO ATLÂNTICO;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
41367; EXTRATO DE MADEIRA DE CEDRO ATLÂNTICO;PERFUMAÇÃO
41368; ÓLEO DE MADEIRA DE CEDRO ATLÂNTICO;PERFUMAÇÃO
92108;EXTRATO DE SEMENTE DE CEDRUS DEODARA;CONDICIONAMENTO DA PELE
83474; ÓLEO DE SEMENTE DE CEDRUS DEODARA;CONDICIONAMENTO DO CABELO, CONDICIONAMENTO DA PELE
86006; EXTRATO DE MADEIRA CEDRUS DEODARA;CONDICIONAMENTO DA PELE
55311; ÓLEO DE MADEIRA CEDRUS DEODARA;FRAGRÂNCIA
85946; EXTRATO DE CASCA DE CEDRO DO LÍBANO;CONDICIONAMENTO DA PELE, CONDICIONAMENTO DA PELE - EMOLIENTE
85947; EXTRATO DE BOTÃO DE CEDRO DO LÍBANO;CONDICIONAMENTO DA PELE
39308;ACETATO DE CEDRILA;PERFUMAÇÃO
39309;FORMATO DE CEDRILA;PERFUMAÇÃO
88792; PÓ DE FIBRA CEIBA PENTANDRA;dentro
86087;EXTRATO DE RAMO/FOLHA DE CELASTRUS ORBICULATUS;ANTIOXIDANTE, BRANQUEADOR
93759; EXTRATO DE FOLHA/FLOR/SEMENTE DE CELASTRUS PANICULATUS;CONDICIONAMENTO DA PELE
93820;EXTRATO DE SEMENTE DE CELASTRUS PANICULATUS;CONDICIONAMENTO DA PELE
39310;CELESTOLIDA;PERFUMAÇÃO
55313;OCTANONANOATO DE CELOBIOSE;CONTROLE DE VISCOSIDADE
55314;CELULASE;QUERATOLÍTICO, CUIDADO BUCAL, CONTROLE DE VISCOSIDADE
32480;CELULOSE;ABSORVENTE, VOLUMOSO, OPACIFICANTE, CONTROLADOR DE VISCOSIDADE
32481;ACETATO DE CELULOSE;FORMAÇÃO DE FILME
32482;ACETATO DE CELULOSE BUTIRATO;FORMAÇÃO DE FILME
88205;ACETATO FTALATO DE CELULOSE;FORMAÇÃO DE FILME
32483;ACETATO PROPIONATO DE CELULOSE;FORMAÇÃO DE FILME
75072;ACETATO DE CELULOSE PROPIONATO CARBOXILATO;LIGAÇÃO, ESTABILIZAÇÃO DE EMULSÃO, FORMAÇÃO DE FILME, LIMPEZA DE SURFACTANTE, CONTROLE DE VISCOSIDADE
93143;DIALDEÍDO DE CELULOSE;CONDICIONAMENTO DA PELE
32485;GOMA DE CELULOSE;LIGAÇÃO, ESTABILIZAÇÃO DE EMULSÃO, FORMAÇÃO DE FILME, FRAGRÂNCIA, CONTROLE DE VISCOSIDADE
55315;SUCINATO DE CELULOSE;UMECTANTE, OPACIFICANTE, CONDICIONADOR DA PELE
82407; EXTRATO DE CELOSIA CRISTATA;ANTIOXIDANTE
82414; EXTRATO DE FLOR DE CELOSIA CRISTATA;PROTEÇÃO DA PELE
55316; FLOR CENTAUREA CYANUS;CONDICIONAMENTO DA PELE
